Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
105299,6ZpQJWIQvWf0EQgr3bScCn,Matt Large,As Real As It Gets,Speak EZ,22,144287,FALSE,0.727,0.764,9,-5.031,0,0.103,0.00441,0.344,0.4,0.649,174.005,4,study
105542,3ZO2JrKZIxtk8DZN8YVLHP,North Polo,Better Together,Better Together,10,149647,FALSE,0.672,0.696,8,-8.362,1,0.0454,0.519,0.709,0.172,0.618,85.005,4,study
14574,1j4qgMhS4E9yxCcNlnxMqQ,Mother Goose Club,"Mother Goose Club Sings Nursery Rhymes Vol. 4: Row, Row, Row Your Rhyme",Dinosaur Stomp,56,106897,FALSE,0.904,0.425,0,-6.051,1,0.066,0.342,0,0.0967,0.891,102.447,4,children
916,6rm0bIbAE0ZfPXNeuIV4DR,Michael Logen,Darkness Within,Darkness Within,33,252628,FALSE,0.464,0.72,9,-7.466,0,0.0583,0.0166,0.0488,0.0803,0.199,160.057,4,acoustic
81622,27jKLapVKaNuoMQMHR988Z,Feid,Esto No Se Le Dedica A Cualquiera,AMOR DE MI VIDA,7,189613,FALSE,0.735,0.674,6,-5.629,0,0.124,0.18,0,0.108,0.561,171.883,4,pop
2847,26wc2F3aJGvc5SJgKt7Xt8,Panteon Rococo,Ofrenda,Te Vas a Acordar de Mí,45,193173,FALSE,0.71,0.808,9,-3.634,1,0.0686,0.0198,1.85E-06,0.056,0.685,141.032,4,alt-rock
91191,0rGKn11s2zrmePIA82ldEP,The Rolling Stones,Helloween Party,"Paint It, Black",2,224133,FALSE,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4,rock
58617,0f6m0HRlcGLGveWg3de4zG,Area 11,All the Lights in the Sky,The Strays,23,268426,FALSE,0.546,0.969,11,-5.05,0,0.0512,0.00196,5.11E-05,0.142,0.46,114.984,3,industrial
100935,217Vkz8qvDOtpjqFrIENok,Melodycans,Una cosa es el ska y otra cosa es el rocksteady,Seamos más que amigos - Remastered,32,235602,FALSE,0.795,0.6,6,-6.823,1,0.0327,0.0771,1.53E-05,0.0855,0.937,104.987,4,ska
105271,4M26FxRJBMUWdkEcWbWbdK,Timothy Infinite,Free Skies,Rapid Years,36,131052,FALSE,0.76,0.526,1,-7.021,1,0.116,0.00819,0.633,0.144,0.691,168.075,4,study
68081,1F4sE8N4KROqjI5GeBDiDQ,J Balvin,Perreo Tenebroso Vol. 4,Reggaeton,0,158800,FALSE,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94E-05,0.101,0.552,176.062,4,latino
95583,0cqRTNZQlQz07RaX2bEoa5,Sonora Carruseles;Arnold Moreno,Micaela Se Botó!,Micaela Se Botó!,29,282352,FALSE,0.688,0.954,7,-2.464,1,0.0625,0.558,0.00308,0.0685,0.968,181.973,4,salsa
76248,38youdkof2MlfbLtoAht2v,"Vincenzo Bellini;Maria Callas;Coro Del Teatro Alla Scala Di Milano;Tullio Serafin;Orchestra Del Teatro Alla Scala, Milano",Classical Chillout,"Bellini: Norma, Act 1: ""Casta diva"" (Norma, Chorus)",27,340200,FALSE,0.288,0.167,5,-17.028,1,0.0397,0.977,0.000483,0.0962,0.0587,88.059,5,opera
13471,4uPQOi5PQapwSbMs97LcJG,Romanthony;Kevin McKay,"Let Me Show You Love (Classic 12"")",Let Me Show You Love - Kevin McKay's Luv101 Edit,7,487933,FALSE,0.961,0.235,0,-11.005,1,0.415,0.00174,0.000298,0.0758,0.539,121.058,4,chicago-house
43437,2gsxeJnGbJQkBddBDr0UTV,Five Finger Death Punch,F8,Living The Dream,65,214542,TRUE,0.416,0.988,0,-3.466,1,0.113,0.000839,0,0.137,0.47,174.995,4,groove
104301,2LsbizbOeNa4x6qsi2jAMb,Jarabe De Palo,La Flaca,La flaca,76,261200,FALSE,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54E-05,0.0809,0.664,103.063,4,spanish
29104,3BMpJkaH1nSLqlw7Vr2THM,Krewella;Nucleya,Good On You,Good On You,34,159198,FALSE,0.7,0.725,6,-5.644,0,0.0432,0.0524,5.97E-06,0.256,0.192,109.951,4,dubstep
23243,4O3APpGNhOldqDsPF8IaS5,JADED,Welcome To The People,Welcome To The People,64,160669,FALSE,0.716,0.917,6,-5.091,1,0.0331,0.123,0.396,0.0628,0.751,124.032,4,deep-house
43234,2BZbK3zZ6Lp63QOq1CfoPm,Sync 3;Ericka Nascimento,Resgatando Valores,Fiel a Mim,33,366576,FALSE,0.338,0.0761,7,-17.472,1,0.0395,0.769,0,0.109,0.289,85.449,4,groove
49313,20HZWH7V52mxvcy0D9LZY8,Hak op de Tak;Barry Fest;Dr Rude,Vamos A La Playa (Dr Rude Remix),Vamos A La Playa - Dr Rude Remix,58,157976,FALSE,0.525,0.98,9,-3.305,1,0.0516,0.00241,0.313,0.11,0.379,155.04,4,hardstyle
21605,4pKxSb1G8lArMWLqFCSPUz,Show Dem Camp;Tems,Palmwine Music 3,Live Life,54,221399,FALSE,0.861,0.658,7,-3.473,1,0.0731,0.0218,0.00179,0.0972,0.535,100.003,4,dancehall
41171,2x9DZb3wGMVy6UpgyMueS4,Ash Code,Dry Your Eyes,Dry Your Eyes,28,189440,FALSE,0.369,0.965,0,-6.696,1,0.0392,8.83E-06,0.825,0.565,0.413,150.023,4,goth
108415,2sNKxKZrkuFqJoiR2cEKuq,Carlos Di Sarli,Tangos Imprescindibles,Bar Exposición,20,162012,FALSE,0.779,0.295,10,-9.111,1,0.0404,0.713,0.545,0.0871,0.496,118.361,4,tango
48944,28Yp0SIHT7z8gptmAl19zt,Glassjaw,Post-Millennial Noise,Modern Love Story,0,64839,FALSE,0.325,0.979,9,-5.56,1,0.212,0.000293,0,0.0358,0.342,107.112,4,hardcore
100512,4uVIIcnBCBXzDRONRhOsYJ,Big D and the Kids Table,How It Goes,L.a.X,34,305866,FALSE,0.287,0.957,0,-1.679,1,0.219,0.00124,0,0.74,0.499,199.838,4,ska
111036,5sOHEiisdvTE72NZ2wFJvG,FKA twigs,I'm Blue - Hits of 2022,killer,0,176876,FALSE,0.401,0.619,0,-7.035,0,0.21,0.168,0,0.272,0.757,78.763,4,trip-hop
15574,3F0mcxksBp33QrL6oyjvLN,Saib,Buena Vista,Sakura Trees,60,99996,FALSE,0.643,0.56,0,-7.295,1,0.0354,0.204,0.197,0.0908,0.521,79.986,4,chill
93736,7F5xiwp2xK6gwJjQdiZoXu,Oleg Pogudin,Je chante,Pour fair une jam,0,187265,FALSE,0.504,0.421,6,-7.465,0,0.0587,0.802,1.31E-05,0.201,0.579,163.715,4,romance
2967,55mJleti2WfWEFNFcBduhc,TOOL,Lateralus,Schism,70,403533,FALSE,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3,alt-rock
20232,3LMlRBwB7dgB4EyA41uwGK,Katy Perry,Pop Christmas 2022,Cozy Little Christmas,0,182520,FALSE,0.775,0.608,7,-6.264,1,0.128,0.128,0,0.0895,0.56,137.494,4,dance
1961,5ggVEWOflHNo46rH3g8U9I,Marizu,"Chapter 1, Vol. 1 (The EP)",I Am,16,184800,FALSE,0.631,0.764,0,-4.298,1,0.0364,0.818,0,0.203,0.764,100.056,4,afrobeat
25273,3mRM4NM8iO7UBqrSigCQFH,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",67,285373,FALSE,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,4,disco
112556,3FrTVRdeE8czuBokChGI6A,Old G,BLACKBOX,BLACKBOX,40,120473,TRUE,0.841,0.589,11,-9.973,1,0.158,0.046,0.000694,0.191,0.523,128.014,4,turkish
14637,6nn65PSai61Mh8eWEC6Yit,John Williamson,Mallee Boy,Galleries of Pink Galahs,32,250693,FALSE,0.72,0.12,10,-19.507,1,0.0334,0.835,0.00544,0.132,0.382,112.386,4,children
8019,5h2YLD9MLviHF25NNYYi9j,Otis Redding,Christmas Time,Merry Christmas Baby,0,155560,FALSE,0.71,0.291,5,-14.132,0,0.0338,0.35,0,0.128,0.856,101.517,4,blues
46252,2p5qxm26U5sabwnAGT6mIo,Bertocucci Feranzano,Happy Hardcore Top 100,XTC Love,22,305998,FALSE,0.63,0.852,10,-9.686,0,0.108,0.0016,0.82,0.653,0.302,177.966,4,happy
75849,31qJ6MTYlqfZCWOdX5kSkK,Tony O'Connor,Uluru,Above with Eagles,21,466706,FALSE,0.424,0.057,7,-20.102,1,0.037,0.96,0.908,0.0599,0.16,75.913,4,new-age
47820,6JsiDFQRx7GHcuf2UroSYB,The Blue Stones,Black Holes,Black Holes (Solid Ground),62,185960,FALSE,0.559,0.845,11,-4.236,0,0.0362,0.00757,3.66E-05,0.115,0.262,91.98,4,hard-rock
102761,0CQqvd7bTiiRTDZzNmjifI,Bharat Chauhan,Usne Kaha Tha,Usne Kaha Tha,32,260894,TRUE,0.527,0.296,1,-11.478,1,0.0286,0.579,0.675,0.119,0.0733,110.615,4,songwriter
13907,7q7jB2AIEGwFhoin6sWHwr,Chez Damier;Kevin Saunderson,Can You Feel It (Kevin Saunderson Remix),Can You Feel It - Kevin Saunderson Remix,25,208210,FALSE,0.621,0.99,1,-6.595,0,0.0429,0.000157,0.877,0.124,0.669,125.983,4,chicago-house
78587,2cNuohiCfoLkxiDQw3Q9Zj,Marco Wagner;Dave Brown,Heit ruck ma aus,Heit ruck ma aus,27,218053,FALSE,0.762,0.96,11,-3.057,1,0.0691,0.0637,0,0.386,0.794,135.052,4,party
33751,2Y4ol1FiPdSPMwaEMJgXMN,"nothing,nowhere.",ruiner,hammer,56,204000,TRUE,0.653,0.78,5,-7.253,0,0.0663,0.114,3.23E-06,0.117,0.26,179.928,4,emo
80398,4HDzsx1dJKbuL0YkffBuBm,Harris Jayaraj;Hariharan;Shakthisree Gopalan,Anegan (Original Motion Picture Soundtrack),Thodu Vaanam,61,315213,FALSE,0.628,0.551,0,-6.841,0,0.0612,0.394,0,0.178,0.385,136.899,4,pop-film
16978,5qXK6Tfrw2dVzb5uM992wP,Wolfgang Amadeus Mozart;Danielle Laval,Mozart: A Night of Classics,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 6. Variation V",15,64680,FALSE,0.309,0.00917,0,-35.767,1,0.0444,0.992,0.941,0.0933,0.679,76.791,4,classical
23254,6lAZBhpYBqxuiM95lMEjGp,JACK,One Wish,One Wish,62,189511,FALSE,0.739,0.67,8,-8.459,0,0.0843,0.333,0,0.273,0.429,123.98,4,deep-house
1360,2bNGrM7eeo3k0OwYk92Z4I,Brownout,Homenage,Brown Wind and Fire,22,181520,FALSE,0.594,0.614,0,-10.175,0,0.0553,0.00298,0.712,0.0739,0.825,159.94,4,afrobeat
59474,37RUx23Ki1huJwGRf852IT,Integral Rigor,Devil inside,Devil inside,0,288020,FALSE,0.169,0.983,7,-6.047,1,0.226,3.23E-05,0.694,0.275,0.136,195.15,3,iranian
80681,3DffyCteIYTpAkRKxjqu6R,Thaman S;Chiranjeevi;Salman Khan,God Father (Hindi),God Father Title Song,25,165810,FALSE,0.294,0.701,3,-8.656,0,0.112,0.832,0.0411,0.132,0.595,71.887,4,pop-film
37673,56m4YKTVnopCEbpQ49wPJ3,Mc Don Juan;Luíza & Maurílio,Saudade do Ex,Saudade do Ex,44,164062,FALSE,0.832,0.73,5,-4.432,1,0.0345,0.4,0,0.0815,0.869,127.897,4,funk
77924,3DKAAlwx6r7nwFG4VFg5qk,Doce Encontro,Pagode do Doce (Ao Vivo),Brisa da Varanda - Ao Vivo,41,202271,FALSE,0.605,0.662,7,-6.528,1,0.066,0.537,0,0.826,0.402,139.99,4,pagode
55808,5kk2LCpvmacfFTtIUbaJ34,Pritam;Babbu Maan;Suzanne D'Mello,Crook (Original Motion Picture Soundtrack),Challa,44,225146,FALSE,0.714,0.823,7,-5.38,0,0.1,0.248,2.44E-05,0.0483,0.727,96.021,4,indian
55572,2KDR0VRWbQ88LQ1cdi8T3z,The Local Train,Vaaqif,Dilnawaz,47,207530,FALSE,0.496,0.568,4,-7.968,0,0.0333,0.217,1.69E-05,0.094,0.236,88.918,4,indian
4371,2Do7ktNM0cNJv4XIHXU6eY,Sleeping At Last,Atlas: II,Heart,53,214866,FALSE,0.366,0.254,0,-12.733,1,0.0314,0.827,0.000139,0.139,0.129,133.116,3,ambient
13874,0h1A72QLWInYlup9tffP4U,Cajmere;Free Magic,Too Underground For The Main Stage,Do Yo Thang - Original Mix,7,337060,FALSE,0.803,0.679,1,-9.98,0,0.0554,0.00981,0.873,0.0775,0.346,119.999,4,chicago-house
80471,44gJjTJwY4eba0jpNnrlld,Diljit Dosanjh,MoonChild Era,Vibe,62,155250,FALSE,0.706,0.632,1,-7.172,1,0.0705,0.00713,0,0.129,0.625,87.993,4,pop-film
59861,10t0BfHUkq9iKZzOj4LY3c,Calibre,The Storm Inside,Break Out,0,199253,TRUE,0.556,0.987,11,-3.347,0,0.153,0.000927,1.64E-06,0.224,0.258,103.001,4,iranian
1931,6tzRG7qL0o8OlcXFRESzed,Orquestra Voadora,Ferro Velho,Expensive Shit,17,327066,FALSE,0.833,0.727,8,-7.346,1,0.0806,0.324,0.667,0.0575,0.657,123.028,4,afrobeat
3125,1l1ra0gsPlpnDOc4HdkKZU,Weezer,Emo Christmas 2022,O Come All Ye Faithful,0,124653,FALSE,0.516,0.818,11,-6.076,1,0.0393,0.00701,0,0.337,0.769,121.907,4,alternative
9506,4sDtOypFLuQGujmcic6aUv,UCLÃ;Peunubeat;Sueth;Duzz;Sobs,Ouro Rosé II,Ouro Rosé II,46,283747,TRUE,0.897,0.525,10,-8.147,0,0.347,0.392,0,0.086,0.663,107.001,4,brazil
98902,0EhYGqH7kjogumPfbKWh0t,Will Connolly,Fly By Night (Original Off-Broadway Cast Recording),Cecily Smith (Bonus Track),48,289893,FALSE,0.771,0.263,7,-13.072,1,0.0816,0.821,0,0.0872,0.372,119.726,4,show-tunes
11240,1MPafzHDGPTx5T08I5cnr4,Michael Nyman;Michael Nyman Band,Classical Running,MGV (Musique à Grande Vitesse) 1993 (for the inauguration of the TGV North European line): 1st Region,0,295826,FALSE,0.571,0.293,4,-18.832,0,0.0336,0.882,0.815,0.605,0.327,119.515,4,british
32194,6UnPzOY99gntZzoOdbpCC8,Miranda!,Es Mentira,Romix,44,239400,FALSE,0.699,0.863,0,-3.436,1,0.0329,0.0798,0,0.476,0.439,130.002,4,electronic
68109,2tgC51q7KZKdYEmrLDJJrA,J Balvin;Bad Bunny;Marciano Cantero,Perreo en Halloween,UN PESO,4,277106,FALSE,0.627,0.675,5,-7.125,0,0.212,0.125,0,0.0784,0.961,79.31,4,latino
32786,4admt90cSChznePxyzUVCP,Jan Blomqvist;The Bianca Story,Dancing People Are Never Wrong,Dancing People Are Never Wrong,55,199526,FALSE,0.739,0.548,2,-11.073,0,0.0367,0.129,0.867,0.109,0.175,122.006,4,electronic
47755,3J9NEWkd9Cx1MwSSvDySkL,Europe,The Final Countdown (Expanded Edition),Rock the Night,62,247306,FALSE,0.57,0.931,4,-5.78,0,0.0503,0.0429,0,0.375,0.4,105.37,4,hard-rock
108798,4f93IRG3Pdu01AgWRlReGW,Edmundo Rivero,Edmundo Rivero: Edmundo Rivero Canta A Discepolo / Tangos Que Hicieron Época,Uno,16,225226,FALSE,0.433,0.489,11,-7.568,1,0.0529,0.907,0,0.122,0.494,122.512,4,tango
87119,7hiUBUSyIepRGWQbYrMvzw,Nathaniel Rateliff & The Night Sweats,Mega Hits Autumn/Fall 2022,Face Down In The Moment,0,279186,FALSE,0.52,0.591,6,-3.225,1,0.0301,0.353,0.00412,0.102,0.359,151.089,4,r-n-b
56943,5ZadVMjxNjnrG1EvtRaJ10,Holly Humberstone,West Coast,Haunted House,0,133226,FALSE,0.366,0.269,9,-9.197,1,0.0439,0.871,0,0.101,0.238,127.523,4,indie-pop
20547,7kklTO67Wai5FM1vjPiZmz,Avicii,House Anthems,Last Dance - Radio Edit,2,204375,FALSE,0.52,0.823,0,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.981,4,dance
100440,3iluPzMMb8SBjhZildaP54,Los Fabulosos Cadillacs,Vasos Vacíos,Demasiada Presión - Remasterizado 2008,37,251453,FALSE,0.759,0.922,11,-4.824,0,0.0683,0.131,1.96E-06,0.274,0.898,107.828,4,ska
36362,2W0otyOuO6PixES66V4SgR,Y.V.E. 48,You've Got The Love,You've Got The Love,63,147750,FALSE,0.755,0.44,8,-11.7,1,0.0475,0.202,0.129,0.167,0.151,107.036,4,french
95043,3zccs0F6ZfNsbcNxkSFs6k,Eddie Santiago,La navidad es todo aquello que nos hace recordar...,Tú Me Haces Falta,0,279173,FALSE,0.626,0.88,2,-2.935,1,0.0308,0.195,7.46E-05,0.208,0.908,161.639,4,salsa
70809,0UqoqhqZw7yNijnCt6I5kK,Joker Xue,渡,像風一樣,47,255111,FALSE,0.514,0.418,2,-9.053,1,0.0619,0.355,0,0.0604,0.147,117.705,4,mandopop
38402,5zDoSmh06F7kjXGIHFhQzh,Arctic Monkeys,Live at the Royal Albert Hall,Do I Wanna Know? - Live,54,281093,FALSE,0.252,0.77,0,-7.925,1,0.0489,0.0924,2.97E-05,0.688,0.305,84.366,4,garage
47675,0853SQNjVnNVFa2j68txPo,Smitten,En Algún Lugar,"Nada para Mí, Nada para Vos",37,193800,FALSE,0.519,0.697,9,-3.621,1,0.0294,0.118,0,0.0771,0.667,173.106,4,hard-rock
58803,1cqWEQ6TRfYr3SBNh7Ni2w,Drowning Pool,Sinner (Unlucky 13th Anniversary Deluxe Edition),Bodies,57,202466,FALSE,0.615,0.919,4,-4.318,0,0.0798,0.00218,0.000607,0.113,0.542,130.919,4,industrial
101521,4bZyiApzm4hrt5TCJlV6wt,Sleep Sound Library,White Noise Ocean,Waves : Healing Sounds,35,55092,FALSE,0.263,0.987,11,-17.747,0,0.128,0.142,0.0432,0.856,0.0136,51.706,5,sleep
67743,5umz6SUxoP2wswxA8BUi7W,Mariah Angeliq;Arcangel;Darell,Homecoming Latin Party,Perreito - Remix,0,213333,FALSE,0.792,0.703,0,-3.057,1,0.256,0.283,0.000164,0.319,0.726,180.032,4,latin
71114,7M62cpl1L8v53XwfCZ2GYD,Skillet,Rock - Best of 2022,Surviving the Game,4,238870,FALSE,0.535,0.979,8,-3.593,1,0.0597,0.000666,0,0.084,0.432,103.996,4,metal
18472,5miPNj0EXXG8nlTZ11D3Tp,Anjelah Johnson,The Homecoming Show,Chola Starter Kit,23,148566,FALSE,0.59,0.865,0,-11.57,1,0.946,0.797,0,0.67,0.314,80.211,4,comedy
40628,5By9kswZj7izK0iGLeEkJJ,Jefferson & Suellen,Profetiza (Ao vivo),Profetiza - Ao vivo,40,292624,FALSE,0.443,0.777,7,-4.511,1,0.0414,0.0992,0,0.14,0.218,137.784,4,gospel
66198,6r5IvOcyN2NGNWGLC6AS5O,Choo Choo Soul,Choo Choo Soul,Let's Dance - Original Version,18,122866,FALSE,0.94,0.778,6,-3.687,0,0.283,0.0856,1.04E-06,0.106,0.684,127.933,4,kids
70712,1WnTw4Tzpc5q9dHMjs4aHu,Eason Chan,rice & shine,陰天快樂,40,261480,FALSE,0.549,0.64,6,-7.483,1,0.0304,0.323,0,0.0837,0.423,130.034,4,mandopop
60866,5s0EfEeKJcmqfE4nalOvcG,Vybz Kartel,She Say,She Say,19,158567,TRUE,0.845,0.841,1,-4.983,1,0.208,0.261,0,0.0375,0.584,105.99,4,j-dance
70052,4XjGz4IxIJ6tYk9tDIid8w,Jay Chou,八度空間,半島鐵盒,54,317400,FALSE,0.784,0.439,8,-7.872,1,0.0357,0.432,4.63E-06,0.313,0.491,129.981,4,mandopop
52288,6uHNZ16oHIImrocRc9oUBv,George Jones;The Smoky Mountain Boys,George Jones & The Smoky Mountain Boys,The Great Speckled Bird,14,192613,FALSE,0.524,0.53,7,-7.287,1,0.0279,0.481,7.26E-06,0.317,0.796,114.11,5,honky-tonk
65274,474VqnPDr0251lsQBB8sQB,BTS;Megan Thee Stallion,Butter (Megan Thee Stallion Remix),Butter - Megan Thee Stallion Remix,70,164457,FALSE,0.739,0.588,8,-4.971,1,0.136,0.00308,0,0.109,0.774,109.958,4,k-pop
88961,3Q7o2zzvXj7QiSCumjBpvu,Becky G;Daviles de Novelda,AMANTES,AMANTES,72,180153,FALSE,0.736,0.77,10,-6.477,0,0.0335,0.109,0,0.112,0.837,135.018,4,reggae
72952,2UJ7e55bObCYCqpBkehnsr,Veil Of Maya,Outsider,Outsider,47,249468,FALSE,0.476,0.971,4,-3.797,0,0.0964,5.25E-05,9.45E-05,0.316,0.207,140.02,3,metalcore
53090,4uDhts78RdwIDjEqPrYVKp,Alan Walker;Imanbek,Sweet Dreams,Sweet Dreams,75,138819,FALSE,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49E-06,0.159,0.43,125.033,4,house
98613,183eww9uTE7m2gI5gWMWxT,Marin Mazzie;Peter Friedman;Steven Sutcliffe;Vanessa Townsell-Crisp;Brian Stokes Mitchell;Judy Kaye;Ragtime Ensemble,Ragtime: The Musical (Original Broadway Cast Recording),Till We Reach That Day,23,251133,FALSE,0.228,0.318,8,-10.945,1,0.0388,0.954,0,0.0885,0.217,80.776,4,show-tunes
71955,35ZmCVnfYRdK1iLGCxNhMa,Static-X,Shadow Zone,The Only,64,171106,FALSE,0.428,0.979,1,-2.929,1,0.225,7.04E-05,0,0.129,0.292,104.84,4,metal
29209,0C79m0V3CqruSMxOvHCwt3,MARAUDA;Scarlxrd,HEAVE,HEAVE,54,360000,TRUE,0.393,0.99,1,-3.464,1,0.342,0.0134,0.276,0.386,0.129,132.495,4,dubstep
87319,6usuEveqwUGH07BI7AWM7f,Banda Rancho Viejo De Julio Aramburo La Bandononona,Amor Ranchero,Amor Ranchero,47,143786,FALSE,0.568,0.7,10,-5.724,1,0.0669,0.164,0.00546,0.103,0.971,129.505,4,r-n-b
104976,3cgbYNBpRCVJUvA0eF0guv,Los Punsetes,LPIV,Me Gusta Que Me Pegues,25,152600,FALSE,0.377,0.956,2,-3.677,1,0.106,0.000112,0.766,0.154,0.58,156.778,4,spanish
86589,39mAYnjo9MYBaJRISA7hHf,Orloge Simard,Aucun cadre,La rue Bagot,39,126173,TRUE,0.529,0.604,8,-6.757,1,0.0422,0.496,0,0.119,0.583,170.136,4,punk
54925,6u61PI0D58YdGNt1ckjWpQ,Toronto Is Broken;Lateral,Move It X,Taking Over - Lateral Remix,8,248275,FALSE,0.51,0.963,5,-2.052,0,0.0717,0.00359,0.935,0.136,0.489,174.045,4,idm
30751,5zZaxeRo4e09KUJ5sbEC7Q,MBNN;Rowald Steyn,ilomilo,ilomilo,62,181045,FALSE,0.828,0.687,5,-6.24,0,0.0509,0.0843,0.0074,0.124,0.208,119.006,4,edm
56223,51Gk1czQl7NjX0jHwawO1G,Prateek Kuhad,Raat Raazi,Yeh Pal,48,247688,FALSE,0.752,0.204,2,-15.955,1,0.0371,0.834,0.102,0.109,0.38,117.997,4,indie-pop
74294,4cpdzzOLPuoRLnaJBcQFYp,Roupa Nova,Roupacústico (Ao Vivo),Coração Pirata - Ao Vivo,44,265120,FALSE,0.553,0.617,2,-8.851,1,0.0295,0.64,0,0.808,0.377,97.032,4,mpb
94797,0chYhbmecFWGmfysKa3vO5,CORBAL;Shiloh Dynasty;itssvd,Love Is the Same as Sadness,You Know That I Don't Play,54,72676,FALSE,0.476,0.563,7,-13.965,1,0.469,0.956,0.0173,0.123,0.376,79.463,4,sad
36498,24OtbzeSNwZsG3iY4UaOuN,Mes Souliers Sont Rouges,Tape la galoche (Ou quand le public s'en s'melle),Nuit humide,33,211493,FALSE,0.535,0.804,4,-8.429,0,0.121,0.649,0,0.69,0.589,96.261,4,french
112483,54Ke2X20pG0nmGnId5502J,Hidra,MUSALLAT,MUSALLAT,40,192631,TRUE,0.776,0.82,1,-2.733,1,0.0891,0.215,0,0.14,0.4,152.018,4,turkish
46489,2rj7p4vIcBZhSOPZyE0a7c,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),I Love You (Love Mix) - Extended Mix,3,394906,FALSE,0.704,0.858,0,-5.863,1,0.0779,0.029,0.361,0.0928,0.37,143.81,4,happy
53818,4nyY8oVjbX2d4qzlpiVM5n,Zara Larsson,Poster Girl,Ruin My Life,65,190050,TRUE,0.608,0.71,11,-4.998,1,0.0636,0.43,0,0.0903,0.613,124.985,4,house
64293,3ilOSrhV1AzqJDgUnTfAxq,Nat King Cole,World's Best Christmas Playlist,O Tannenbaum - Remastered 1999,0,180200,FALSE,0.25,0.228,3,-14.186,1,0.0364,0.811,0.000166,0.199,0.198,90.001,4,jazz
98723,6VibBil9LuNNz79dYyb3Rl,Orchester der Vereinigten Bühnen Wien,Musical Forever,Phantom der Oper,22,245440,FALSE,0.511,0.827,2,-7.112,0,0.0862,0.179,0,0.967,0.239,120.597,4,show-tunes
31524,2B6IkE4vnjP1fr0rQ4nbBr,Nessa Barrett,Pop Hits Now,die first,0,177108,FALSE,0.444,0.669,8,-6.727,0,0.125,0.0669,0,0.124,0.44,183.441,4,electro
84696,4igFtGHWo9Phizv78Ermsn,Grinspoon,Best In Show,Lost Control,28,210133,FALSE,0.464,0.924,0,-5.928,1,0.105,0.000372,0,0.139,0.636,166.727,4,psych-rock
85449,33cTJJ8gkyqX4YDy6jYpzK,Feine Sahne Fischfilet,Bleiben oder gehen,Für diese eine Nacht,40,203998,FALSE,0.254,0.888,5,-4.864,1,0.0482,0.0379,0,0.141,0.449,166.37,4,punk-rock
50585,5O7MsnN7SWgWYN5Y0L88M3,Horcas,Por Tu Honor,Ahora o Nunca,22,260000,FALSE,0.387,0.976,1,-3.391,1,0.115,4.64E-05,0.000514,0.076,0.219,140.59,4,heavy-metal
50573,0CABWtG3e1q38M5zN1YrkE,Almafuerte,En Vivo All Boys,Olvídalo y Volverá por Más - En Vivo All Boys,23,126313,FALSE,0.226,0.904,7,-6.828,1,0.071,0.0533,9.68E-06,0.703,0.463,178.646,4,heavy-metal
60675,0l5pdI7IrOmPFWUAlZLqhX,Vybz Kartel;Shawn Storm;Shane O,Millennium Gallis,Millennium Gallis,20,194098,TRUE,0.626,0.681,1,-5.204,1,0.249,0.105,0,0.118,0.195,90.842,4,j-dance
73400,2yKC5fumXaOyhZ0Uu67BcO,Pional,Invisible / Amenaza,A New Dawn,50,220205,FALSE,0.84,0.532,10,-10.569,0,0.0469,0.0134,0.188,0.128,0.525,110.998,4,minimal-techno
63458,5SgFX13gtlQfsNUpoPshwD,Masaharu Fukuyama,Good night,Good night,35,354213,FALSE,0.522,0.498,7,-7.247,1,0.0257,0.0758,1.51E-06,0.25,0.221,145.908,4,j-rock
23637,2Q3jcJsNmsbgwPjLAZccZz,Peer Kusiv;Johanson,Bring You Back,Bring You Back - Edit,47,198676,FALSE,0.599,0.732,2,-10.913,1,0.0346,0.0903,0.325,0.138,0.178,123.019,4,deep-house
59807,018vKll25kQiBjJ9FVOhSV,Crows in the Rain,Sorrow for an Unfinished Dream,This Is Our Cry,9,305406,FALSE,0.512,0.225,8,-22.319,0,0.0419,0.954,0.702,0.147,0.1,104.694,4,iranian
18999,2xchWzQHyxdE0azwZCjcSO,George Lopez,Team Leader,Jack In the Box,20,305040,TRUE,0.444,0.738,4,-16.423,1,0.882,0.874,0.000395,0.845,0.208,108.345,3,comedy
101079,47SPDAjzDowyJ0T62AyedW,Nature Sounds,Relaxing Rain Sounds,Autumn Rain,0,126300,FALSE,0.0854,0.998,0,-27.048,1,0.0405,0.993,0.679,0.937,1.00E-05,86.603,4,sleep
